time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:nBinDeltaDeleteOps,Op:nBinDeltaGetOps,Op:nBinDeltaInsertOps,Op:nBinDeltaUpdateOps,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2016-11-27 15:07:16.867 UTC, ,125,3162285,1056,16432, , ,4, ,3,1,0.33, , , , , , , ,4,4, , , ,2,2,6, ,1, , , , , , , , , , , , , , ,8050,8, ,7164, , , , , ,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480259236844,3145728, , , ,2,0, , , , , , , ,3, , , , ,2,1, , , , , , ,4096,2, , , , , , , , , , ,33633592,1, , , , , , ,5, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:07:18.995 UTC, ,125,3159301,1056,13368,80, ,3,1,24,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,35,15, , , , , , , , , , , , , ,8906,9, ,8262, , , , , ,20,20, , , , , ,2,102, , , , , , , , , , , , , , , , , , , , , , , , ,1480259238976,3145728, , , ,24,0, , , ,3, , , ,3, , , , ,24, ,2048,1, , , , ,149504,37, , , , , , , , ,1,7,40091816,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:07:18.997 UTC, ,125,3162253,1056,16400, , ,4, ,4,1,0.25, , , , , , , ,4,4, , , ,2,2,6, ,2,1, , , , , , , , , , , , , ,8906,9, ,8262, , , , , ,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480259238976,3145728, , , ,3,0, , , , , , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,40091816,1, , , , , , ,6, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:07:21.751 UTC, ,125,3159325,1056,13392,80, ,3,1,23,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,36,16, , , , , , , , , , , , , ,9843,10, ,9114, , , , , ,19,19, , , , , ,2,113, , , , , , , , , , , , , , , , , , , , , , , , ,1480259241727,3145728, , , ,25,0, , , ,2, , , ,3, , , , ,25, ,2048,1, , , , ,151552,38, , , , , , , , ,2,11,11693528,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:07:21.753 UTC, ,125,3162221,1056,16368, , ,4, ,3,1,0.33, , , , , , , ,4,4, , , ,2,2,6, ,2,1, , , , , , , , , , , , , ,9843,10, ,9114, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480259241727,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,11693528,1, , , , , , ,2, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:10:46.968 UTC, ,125,3159325,1056,13392,80, ,3,1,23,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,37,17, , , , , , , , , , , , , ,9843,10, ,9114, , , , , ,19,19, , , , , ,2,113, , , , , , , , , , , , , , , , , , , , , , , , ,1480259446640,3145728, , , ,26,0, , , ,3, , , ,3, , , , ,26,1,2048,1, , , , ,155648,40, , , , , , , , , , ,23593312,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:10:46.971 UTC, ,125,3162221,1056,16368, , ,4, ,8,1,0.13, , , , , , , ,4,4, , , ,2,2,6, ,3, , , , , , , , , , , , , , ,9843,10, ,9114, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480259446640,3145728, , , ,2,0, , , , , , , ,3, , , , ,2,1, , , , , , ,4096,2, , , , , , , , , , ,24274880,1, , , , , , ,6, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:10:47.242 UTC, ,125,3159349,1056,13416,80, ,3, ,23,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,38,17, , , , , , , , , , , , , ,10951,11, ,10092, , , , , ,17,17, , , , , ,2,122, , , , , , , , , , , , , , , , , , , , , , , , ,1480259447210,3145728, , , ,25,0, , , ,2, , , ,3, , , , ,25, ,2048,1, , , , ,151552,38, , , , , , , , , , ,31895536,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:10:47.248 UTC, ,125,3162341,1056,16488, , ,4, ,7,1,0.14, , , , , , , ,4,4, , , ,2,2,6, ,4,1, , , , , , , , , , , , , ,10951,11, ,10092, , , , , ,17,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480259447210,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,31895536,1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:10:54.596 UTC, ,125,3159293,1056,13440, , ,3,1,23,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,40,18, , , , , , , , , , , , , ,12219,12, ,11249, , , , , ,17,17, , , , , ,2,133, , , , , , , , , , , , , , , , , , , , , , , , ,1480259454553,3145728, , , ,27,0, , , ,2, , , ,3, , , , ,27, ,2048,1, , , , ,155648,40, , , , , , , , ,1,6,11920896,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:10:54.602 UTC, ,125,3162509,1056,16656, , ,4, ,3,1,0.33, , , , , , , ,4,4, , , ,2,2,6, ,2,1, , , , , , , , , , , , , ,12219,12, ,11249, , , , , ,17,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480259454553,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,11920896,1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:10:57.171 UTC, ,125,3159373,1056,13440,80, ,3,1,23,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,40,18, , , , , , , , , , , , , ,12219,12, ,11249, , , , , ,17,17, , , , , ,2,133, , , , , , , , , , , , , , , , , , , , , , , , ,1480259457145,3145728, , , ,27,0, , , ,3, , , ,3, , , , ,27, ,2048,1, , , , ,155648,40, , , , , , , , ,1,6,19003176,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:10:57.174 UTC, ,125,3162509,1056,16656, , ,4, ,2,1,0.50, , , , , , , ,4,4, , , ,2,2,6, ,2,1, , , , , , , , , , , , , ,12219,12, ,11249, , , , , ,17,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480259457145,3145728, , , ,3,0, , , , , , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,19003176,1, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:11:03.696 UTC, ,125,3159397,1056,13440,104, ,3,1,23,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,41,19, , , , , , , , , , , , , ,12219,12, ,11249, , , , , ,17,17, , , , , ,2,133, , , , , , , , , , , , , , , , , , , , , , , , ,1480259463674,3145728, , , ,28,0, , , ,3, , , ,3, , , , ,28,1,2048,1, , , , ,159744,42, , , , , , , , ,1,6,25753472,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:11:03.698 UTC, ,125,3162509,1056,16656, , ,4, ,2,1,0.50, , , , , , , ,4,4, , , ,2,2,6, ,1, , , , , , , , , , , , , , ,12219,12, ,11249, , , , , ,17,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480259463674,3145728, , , ,2,0, , , , , , , ,3, , , , ,2,1, , , , , , ,4096,2, , , , , , , , , , ,26094328,1, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:11:25.152 UTC, ,125,3159373,1056,13440,80, ,3,1,23,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,40,18, , , , , , , , , , , , , ,12219,12, ,11249, , , , , ,17,17, , , , , ,2,133, , , , , , , , , , , , , , , , , , , , , , , , ,1480259485131,3145728, , , ,28,0, , , ,3, , , ,3, , , , ,28,1,2048,1, , , , ,157696,41, , , , , , , , ,1,6,32549296,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:11:25.154 UTC, ,125,3162509,1056,16656, , ,4, ,3,1,0.33, , , , , , , ,4,4, , , ,2,2,6, ,2,1, , , , , , , , , , , , , ,12219,12, ,11249, , , , , ,17,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480259485131,3145728, , , ,2,0, , , , , , , ,3, , , , ,2,1, , , , , , ,6144,3, , , , , , , , , , ,32549296,1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:11:32.260 UTC, ,125,3159373,1056,13440,80, ,3,1,23,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,40,18, , , , , , , , , , , , , ,12219,12, ,11249, , , , , ,17,17, , , , , ,2,133, , , , , , , , , , , , , , , , , , , , , , , , ,1480259492235,3145728, , , ,27,0, , , ,2, , , ,3, , , , ,27, ,2048,1, , , , ,155648,40, , , , , , , , ,1,6,39623328,2, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:11:32.261 UTC, ,125,3162509,1056,16656, , ,4, ,3,1,0.33, , , , , , , ,4,4, , , ,2,2,6, ,2,1, , , , , , , , , , , , , ,12219,12, ,11249, , , , , ,17,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480259492235,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,39623328,2, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:12:54.995 UTC, ,125,3159373,1056,13440,80, ,3,1,23,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,40,18, , , , , , , , , , , , , ,12219,12, ,11249, , , , , ,17,17, , , , , ,2,133, , , , , , , , , , , , , , , , , , , , , , , , ,1480259574973,3145728, , , ,27,0, , , ,3, , , ,3, , , , ,27, ,2048,1, , , , ,155648,40, , , , , , , , ,2,9,9749864,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:12:54.999 UTC, ,125,3159293,1056,13440, , ,3, ,1, , , , , , , , , ,3,3, , , ,2,1,5, ,2,1, , , , , , , , , , , , , ,12219,12, ,11249, , , , , ,17,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480259574973,3145728, , , ,1,0, , , , , , , ,3, , , , ,1,1, , , , , , ,4096,2, , , , , , , , , , ,9749864,1, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:13:13.697 UTC, ,125,3159373,1056,13440,80, ,3,1,23,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,40,18, , , , , , , , , , , , , ,12219,12, ,11249, , , , , ,17,17, , , , , ,2,133, , , , , , , , , , , , , , , , , , , , , , , , ,1480259593679,3145728, , , ,27,0, , , ,2, , , ,3, , , , ,27, ,2048,1, , , , ,155648,40, , , , , , , , ,2,9,16782472,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:13:13.699 UTC, ,125,3159293,1056,13440, , ,3, ,3, , , , , , , , , ,3,3, , , ,2,1,5, ,4,1, , , , , , , , , , , , , ,12219,12, ,11249, , , , , ,17,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480259593679,3145728, , , ,1,0, , , ,1, , , ,3, , , , ,1,1, , , , , , ,4096,2, , , , , , , , , , ,16782472,1, , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:16:11.536 UTC, ,125,3159373,1056,13440,80, ,3,1,23,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,40,18, , , , , , , , , , , , , ,12219,12, ,11249, , , , , ,17,17, , , , , ,2,133, , , , , , , , , , , , , , , , , , , , , , , , ,1480259771519,3145728, , , ,27,0, , , ,3, , , ,3, , , , ,27, ,2048,1, , , , ,155648,40, , , , , , , , ,2,9,23798648,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:16:11.537 UTC, ,125,3162509,1056,16656, , ,4, ,4,1,0.25, , , , , , , ,4,4, , , ,2,2,6, ,4,1, , , , , , , , , , , , , ,12219,12, ,11249, , , , , ,17,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480259771519,3145728, , , ,3,0, , , , , , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,23798648,1, , , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:16:32.035 UTC, ,125,3159293,1056,13440, , ,3,1,23,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,40,18, , , , , , , , , , , , , ,12219,12, ,11249, , , , , ,17,17, , , , , ,2,133, , , , , , , , , , , , , , , , , , , , , , , , ,1480259792016,3145728, , , ,27,0, , , ,2, , , ,3, , , , ,27, ,2048,1, , , , ,155648,40, , , , , , , , ,2,9,30815880,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:16:32.036 UTC, ,125,3162509,1056,16656, , ,4, ,6,1,0.17, , , , , , , ,4,4, , , ,2,2,6, ,4,1, , , , , , , , , , , , , ,12219,12, ,11249, , , , , ,17,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480259792016,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,30815880,1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:16:50.138 UTC, ,125,3162589,1056,16736, , ,4,1,27,4,0.15, , , , , , , ,4,4, ,2,1,2,2,6, ,46,20, , , , , , , , , , , , , ,13356,13, ,12429, , , , , ,16,16, , , , , ,2,142, , , , , , , , , , , , , , , , , , , , , , , , ,1480259810112,3145728, , , ,31,0, , , ,3, , , ,3, , , , ,31,1,2048,1, , , , ,165888,45, , , , , , , , ,3,14,7890864,1, , , , , , ,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:16:50.140 UTC, ,125,3162589,1056,16736, , ,4, , , , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,13356,13, ,12429, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480259810112,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,7890864,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:17:02.715 UTC, ,125,3159397,1056,13464,80, ,3,1,23,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,42,19, , , , , , , , , , , , , ,13356,13, ,12429, , , , , ,16,16, , , , , ,2,142, , , , , , , , , , , , , , , , , , , , , , , , ,1480259822697,3145728, , , ,28,0, , , ,2, , , ,3, , , , ,28, ,2048,1, , , , ,157696,41, , , , , , , , ,3,14,14461920,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:17:02.717 UTC, ,125,3162589,1056,16736, , ,4, ,7,1,0.14, , , , , , , ,4,4, , , ,2,2,6, ,4,1, , , , , , , , , , , , , ,13356,13, ,12429, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480259822697,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,15065968,1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:17:20.587 UTC, ,125,3159421,1056,13488,80, ,3,1,23,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,44,20, , , , , , , , , , , , , ,14430,14, ,13580, , , , , ,16,16, , , , , ,2,153, , , , , , , , , , , , , , , , , , , , , , , , ,1480259840569,3145728, , , ,29,0, , , ,2, , , ,3, , , , ,29, ,2048,1, , , , ,159744,42, , , , , , , , ,3,14,21501520,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:17:20.589 UTC, ,125,3162685,1056,16832, , ,4,1,4,1,0.25, , , , , , , ,4,4, , ,1,2,2,6, ,4,1, , , , , , , , , , , , , ,14430,14, ,13580, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480259840569,3145728, , , ,4,0, , , ,1, , , ,3, , , , ,4,1, , , , , , ,10240,5, , , , , , , , , , ,21501520,1, , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:17:55.781 UTC, ,125,3159421,1056,13488,80, ,3,1,23,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,44,20, , , , , , , , , , , , , ,14430,14, ,13580, , , , , ,16,16, , , , , ,2,153, , , , , , , , , , , , , , , , , , , , , , , , ,1480259875763,3145728, , , ,30,0, , , ,3, , , ,3, , , , ,30,1,2048,1, , , , ,161792,43, , , , , , , , ,3,14,28546928,2, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:17:55.782 UTC, ,125,3162685,1056,16832, , ,4,1,4,1,0.25, , , , , , , ,4,4, , ,1,2,2,6, ,4,1, , , , , , , , , , , , , ,14430,14, ,13580, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480259875763,3145728, , , ,3,0, , , , , , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,29150944,2, , , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:18:12.668 UTC, ,125,3159421,1056,13488,80, ,3,1,23,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,44,20, , , , , , , , , , , , , ,14430,14, ,13580, , , , , ,16,16, , , , , ,2,153, , , , , , , , , , , , , , , , , , , , , , , , ,1480259892652,3145728, , , ,30,0, , , ,3, , , ,3, , , , ,30,1,2048,1, , , , ,159744,42, , , , , , , , ,3,14,35576072,2, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:18:12.671 UTC, ,125,3159341,1056,13488, , ,3, ,3, , , , , , , , , ,3,3, , , ,2,1,5, ,4,1, , , , , , , , , , , , , ,14430,14, ,13580, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480259892652,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , ,4096,2, , , , , , , , , , ,35576072,2, , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
