time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:nBinDeltaDeleteOps,Op:nBinDeltaGetOps,Op:nBinDeltaInsertOps,Op:nBinDeltaUpdateOps,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2016-11-27 14:45:54.668 UTC, ,125,3159229,1056,13296,80, ,3, ,23,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,29,13, , , , , , , , , , , , , ,6032,6, ,5176, , , , , ,23,23, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , ,1480257954344,3145728, , , ,21,0, , , ,3, , , ,3, , , , ,21,1,2048,1, , , , ,129024,33, , , , , , , , , , ,23543528,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 14:45:54.671 UTC, ,125,3162237,1056,16384, , ,4, ,2,1,0.50, , , , , , , ,4,4, , , ,2,2,6, ,1, , , , , , , , , , , , , , ,6032,6, ,5176, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480257954344,3145728, , , ,2,0, , , , , , , ,3, , , , ,2,1, , , , , , ,4096,2, , , , , , , , , , ,23543528,1, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 14:53:02.599 UTC, ,125,3159149,1056,13296, , ,3, ,22,3,0.14, , , , , , , ,3,3, ,2, ,2,1,5, ,28,12, , , , , , , , , , , , , ,6032,6, ,5176, , , , , ,23,23, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , ,1480258382240,3145728, , , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,124928,31, , , , , , , , , , ,23537072,2, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 14:53:02.602 UTC, ,125,3162237,1056,16384, , ,4, ,4,1,0.25, , , , , , , ,4,4, , , ,2,2,6, ,2,1, , , , , , , , , , , , , ,6032,6, ,5176, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480258382240,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,23537072,2, , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 14:53:04.259 UTC, ,125,3159229,1056,13296,80, ,3, ,23,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,28,12, , , , , , , , , , , , , ,6032,6, ,5176, , , , , ,23,23, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , ,1480258384231,3145728, , , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,124928,31, , , , , , , , , , ,31148768,2, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 14:53:04.264 UTC, ,125,3162237,1056,16384, , ,4, ,2,1,0.50, , , , , , , ,4,4, , , ,2,2,6, ,2,1, , , , , , , , , , , , , ,6032,6, ,5176, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480258384231,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,31830336,2, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 14:53:44.612 UTC, ,125,3159229,1056,13296,80, ,3, ,23,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,29,13, , , , , , , , , , , , , ,6032,6, ,5176, , , , , ,23,23, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , ,1480258424296,3145728, , , ,21,0, , , ,3, , , ,3, , , , ,21,1,2048,1, , , , ,129024,33, , , , , , , , , , ,23526744,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 14:53:44.615 UTC, ,125,3162237,1056,16384, , ,4, ,3,1,0.33, , , , , , , ,4,4, , , ,2,2,6, ,1, , , , , , , , , , , , , , ,6032,6, ,5176, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480258424296,3145728, , , ,2,0, , , , , , , ,3, , , , ,2,1, , , , , , ,4096,2, , , , , , , , , , ,23526744,1, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 14:53:46.180 UTC, ,125,3159149,1056,13296, , ,3, ,22,3,0.14, , , , , , , ,3,3, ,2, ,2,1,5, ,28,12, , , , , , , , , , , , , ,6032,6, ,5176, , , , , ,23,23, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , ,1480258426137,3145728, , , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,124928,31, , , , , , , , , , ,31138488,1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 14:53:46.186 UTC, ,125,3162237,1056,16384, , ,4, ,3,1,0.33, , , , , , , ,4,4, , , ,2,2,6, ,2,1, , , , , , , , , , , , , ,6032,6, ,5176, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480258426137,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,31822120,1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:01:29.568 UTC, ,125,3159285,1056,13296,136, ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,30,13, , , , , , , , , , , , , ,6032,6, ,5176, , , , , ,23,23, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , ,1480258889242,3145728, , , ,21,0, , , ,3, , , ,3, , , , ,21,1,2048,1, , , , ,129024,33, , , , , , , , , , ,23545680,1, , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:01:29.572 UTC, ,125,3162237,1056,16384, , ,4, ,2,1,0.50, , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,6032,6, ,5176, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480258889242,3145728, , , ,2,0, , , , , , , ,3, , , , ,2,1, , , , , , ,4096,2, , , , , , , , , , ,23545680,1, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:01:33.256 UTC, ,125,3159229,1056,13296,80, ,3, ,23,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,28,12, , , , , , , , , , , , , ,6032,6, ,5176, , , , , ,23,23, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , ,1480258893226,3145728, , , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,124928,31, , , , , , , , , , ,31157376,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:01:33.262 UTC, ,125,3162237,1056,16384, , ,4, ,2,1,0.50, , , , , , , ,4,4, , , ,2,2,6, ,2,1, , , , , , , , , , , , , ,6032,6, ,5176, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480258893226,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,31838944,1, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:01:37.742 UTC, ,125,3159229,1056,13296,80, ,3, ,23,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,28,12, , , , , , , , , , , , , ,6032,6, ,5176, , , , , ,23,23, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , ,1480258897713,3145728, , , ,20,0, , , ,3, , , ,3, , , , ,21, ,2048,1, , , , ,124928,31, , , , , , , , ,1,7,12875112,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:01:37.744 UTC, ,125,3162237,1056,16384, , ,4, ,2,1,0.50, , , , , , , ,4,4, , , ,2,2,6, ,2,1, , , , , , , , , , , , , ,6032,6, ,5176, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480258897713,3145728, , , ,3,0, , , , , , , ,3, , , , ,2,1, , , , , , ,8192,4, , , , , , , , , , ,12875112,1, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:02:00.544 UTC, ,125,3159229,1056,13296,80, ,3, ,23,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,28,12, , , , , , , , , , , , , ,6032,6, ,5176, , , , , ,23,23, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , ,1480258920523,3145728, , , ,21,0, , , ,3, , , ,3, , , , ,21,1,2048,1, , , , ,126976,32, , , , , , , , ,1,7,19331200,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:02:00.547 UTC, ,125,3162237,1056,16384, , ,4, ,4,1,0.25, , , , , , , ,4,4, , , ,2,2,6, ,4,1, , , , , , , , , , , , , ,6032,6, ,5176, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480258920523,3145728, , , ,2,0, , , , , , , ,3, , , , ,2,1, , , , , , ,6144,3, , , , , , , , , , ,19950712,1, , , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:03:00.346 UTC, ,125,3159229,1056,13296,80, ,3, ,23,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,28,12, , , , , , , , , , , , , ,6032,6, ,5176, , , , , ,23,23, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , ,1480258980008,3145728, , , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,124928,31, , , , , , , , , , ,23537456,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:03:00.349 UTC, ,125,3162237,1056,16384, , ,4, ,3,1,0.33, , , , , , , ,4,4, , , ,2,2,6, ,2,1, , , , , , , , , , , , , ,6032,6, ,5176, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480258980008,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,23537456,1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:03:02.796 UTC, ,125,3159365,1056,13296,216, ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,30,13, , , , , , , , , , , , , ,6032,6, ,5176, , , , , ,23,23, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , ,1480258982765,3145728, , , ,21,0, , , ,3, , , ,3, , , , ,21,1,2048,1, , , , ,129024,33, , , , , , , , , , ,31831768,1, , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:03:02.800 UTC, ,125,3162237,1056,16384, , ,4, ,1,1,1.00, , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,6032,6, ,5176, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480258982765,3145728, , , ,2,0, , , , , , , ,3, , , , ,2,1, , , , , , ,4096,2, , , , , , , , , , ,31831768,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:03:20.756 UTC, ,125,3159229,1056,13296,80, ,3, ,23,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,28,12, , , , , , , , , , , , , ,6032,6, ,5176, , , , , ,23,23, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , ,1480259000718,3145728, , , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,124928,31, , , , , , , , ,1,7,12893800,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:03:20.762 UTC, ,125,3162237,1056,16384, , ,4, ,4,1,0.25, , , , , , , ,4,4, , , ,2,2,6, ,4,1, , , , , , , , , , , , , ,6032,6, ,5176, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480259000718,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,12893800,1, , , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:04:15.912 UTC, ,125,3159149,1056,13296, , ,3, ,22,3,0.14, , , , , , , ,3,3, ,2, ,2,1,5, ,28,12, , , , , , , , , , , , , ,6032,6, ,5176, , , , , ,23,23, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , ,1480259055543,3145728, , , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,124928,31, , , , , , , , , , ,23630728,1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:04:15.916 UTC, ,125,3162237,1056,16384, , ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,2,2,6, ,4,1, , , , , , , , , , , , , ,6032,6, ,5176, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480259055543,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,23630728,1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:06:57.616 UTC, ,125,3159229,1056,13296,80, ,3, ,23,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,28,12, , , , , , , , , , , , , ,6032,6, ,5176, , , , , ,23,23, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , ,1480259217272,3145728, , , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,124928,31, , , , , , , , , , ,23618112,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:06:57.620 UTC, ,125,3162237,1056,16384, , ,4, ,7,1,0.14, , , , , , , ,4,4, , , ,2,2,6, ,4,1, , , , , , , , , , , , , ,6032,6, ,5176, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480259217272,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,23618112,1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:07:01.787 UTC, ,125,3159285,1056,13320,112, ,3,1,24,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,32,14, , , , , , , , , , , , , ,6962,7, ,6234, , , , , ,22,22, , , , , ,1,82, , , , , , , , , , , , , , , , , , , , , , , , ,1480259221752,3145728, , , ,23,0, , , ,3, , , ,3, , , , ,23,1,2048,1, , , , ,133120,35, , , , , , , , , , ,31912504,1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:07:01.790 UTC, ,125,3162309,1056,16456, , ,4, ,2,1,0.50, , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,6962,7, ,6234, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480259221752,3145728, , , ,2,0, , , , , , , ,3, , , , ,2,1, , , , , , ,4096,2, , , , , , , , , , ,31912504,1, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:07:04.285 UTC, ,125,3159253,1056,13320,80, ,3,1,23,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,30,13, , , , , , , , , , , , , ,6962,7, ,6234, , , , , ,22,22, , , , , ,1,82, , , , , , , , , , , , , , , , , , , , , , , , ,1480259224247,3145728, , , ,22,0, , , ,2, , , ,3, , , , ,22, ,2048,1, , , , ,129024,33, , , , , , , , ,1,7,13007632,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:07:04.288 UTC, ,125,3162309,1056,16456, , ,4, ,2,1,0.50, , , , , , , ,4,4, , , ,2,2,6, ,2,1, , , , , , , , , , , , , ,6962,7, ,6234, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480259224247,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,13007632,1, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:07:09.497 UTC, ,125,3159253,1056,13320,80, ,3,1,23,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,30,13, , , , , , , , , , , , , ,6962,7, ,6234, , , , , ,22,22, , , , , ,1,82, , , , , , , , , , , , , , , , , , , , , , , , ,1480259229470,3145728, , , ,22,0, , , ,2, , , ,3, , , , ,22, ,2048,1, , , , ,129024,33, , , , , , , , ,1,7,20092848,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:07:09.500 UTC, ,125,3162309,1056,16456, , ,4, ,3,1,0.33, , , , , , , ,4,4, , , ,2,2,6, ,2,1, , , , , , , , , , , , , ,6962,7, ,6234, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480259229470,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,20092848,1, , , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:07:13.515 UTC, ,125,3159285,1056,13320,112, ,3,1,24,3,0.13, , , , , , , ,3,4, ,2,1,2,1,5, ,32,14, , , , , , , , , , , , , ,6962,7, ,6234, , , , , ,22,22, , , , , ,1,82, , , , , , , , , , , , , , , , , , , , , , , , ,1480259233496,3145728, , , ,23,0, , , ,3, , , ,3, , , , ,23,1,2048,1, , , , ,133120,35, , , , , , , , ,1,7,26549144,1, , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:07:13.517 UTC, ,125,3162309,1056,16456, , ,4, ,3,1,0.33, , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,6962,7, ,6234, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480259233496,3145728, , , ,2,0, , , , , , , ,3, , , , ,2,1, , , , , , ,4096,2, , , , , , , , , , ,26549144,1, , , , , , ,6, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:07:16.865 UTC, ,125,3159333,1056,13344,136, ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,33,15, , , , , , , , , , , , , ,8050,8, ,7164, , , , , ,20,20, , , , , ,1,93, , , , , , , , , , , , , , , , , , , , , , , , ,1480259236844,3145728, , , ,23,0, , , ,3, , , ,3, , , , ,23,1,2048,1, , , , ,133120,35, , , , , , , , ,1,7,33633592,1, , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
